gene,log2FoldChange,pvalue,padj
RAPGEF4-AS1,2.978484148,0.184100654,0.39453202
GSDMC,3.979060784,0.184120647,0.39453202
GSDMC,3.979060784,0.184120647,0.39453202
LEAP2,3.531108599,0.184144424,0.39453713
PHLDA2,1.621410923,0.184229905,0.394674427
PHLDA2,1.621410923,0.184229905,0.394674427
INO80C,1.725373463,0.184258908,0.394690714
SNRPC,-1.161824519,0.184364258,0.394870516
MAP1B,0.904051367,0.184465771,0.395002141
GDA,1.791920121,0.184468548,0.395002141
CNGA1,-3.181688634,0.184668717,0.395384856
CTBP2,-0.596012788,0.184770419,0.395556685
ALDH16A1,0.880255688,0.184875269,0.395735211
EMP1,0.810454242,0.18500415,0.395965132
RELA,-1.064636759,0.185120033,0.396167181
PRKCH,0.562898502,0.18515445,0.396194864
SMAD4,-0.951172185,0.185306242,0.396430208
STRN,-0.806593156,0.185307424,0.396430208
HCCS,-0.979160191,0.18543586,0.396658963
PNMA8B,-2.151326674,0.185571017,0.396902038
PIEZO1,0.937484325,0.185684359,0.397098404
FTHL17,3.713456187,0.185788294,0.397230523
NKAP,-0.964373801,0.185789215,0.397230523
LPAR1,-1.422114484,0.185908963,0.397440479
BTN2A1,0.564591391,0.185945199,0.397471871
WNT16,3.034572199,0.185996281,0.397522601
FAM91A1,-0.949067567,0.18601204,0.397522601
SMAD7,-1.041386966,0.18624388,0.397971948
RBL2,-0.777794821,0.186396122,0.398251121
FBXO44,1.128226192,0.186448828,0.398317588
ZNF75A,-1.134362273,0.186500797,0.398382464
PROSER1,-0.924284722,0.186524549,0.398387059
LINC00608,4.023767196,0.186567155,0.398431917
PMPCB,-0.889168841,0.186632431,0.398518138
ACER3,-0.908036011,0.186665285,0.398518138
BLVRB,-1.591950321,0.186672352,0.398518138
CFAP99,3.546733312,0.186757477,0.398653721
UBR5,0.54960724,0.186811779,0.398723485
HERPUD2,-0.823677368,0.186846852,0.398752197
SBNO1,-0.567753056,0.186892996,0.398787875
DENND2C,1.081400037,0.186914357,0.398787875
SF3B3,-0.712977426,0.186928438,0.398787875
FKBP9,-0.85632561,0.187023609,0.398944762
RPA3,1.433592027,0.18728373,0.399453432
HSD17B7P2,1.546490299,0.187488623,0.399823972
HSD17B7P2,1.546490299,0.187488623,0.399823972
ST13P4,-1.998813711,0.187500815,0.399823972
SERTAD4-AS1,-1.628395707,0.187628323,0.400045924
VRTN,4.949286546,0.187648283,0.400045924
ARHGAP27,0.905952684,0.187778385,0.400242114
ARHGAP27,0.905952684,0.187778385,0.400242114
ARHGAP27,0.905952684,0.187778385,0.400242114
UQCRB,-0.871811909,0.187783713,0.400242114
FBXL22,-2.687644615,0.187846149,0.400328927
XRRA1,1.209638211,0.187887684,0.40037118
CCDC183,2.091585587,0.18794706,0.400451435
TXNDC2,3.630853583,0.188029179,0.400545909
CDH19,2.09789071,0.188034836,0.400545909
ALDH1L2,1.359596503,0.188175014,0.400798219
SYT15,-1.285087228,0.188513368,0.401459057
CCDC18-AS1,-1.412015825,0.188528813,0.401459057
CCDC186,-0.574177312,0.188641162,0.401651921
ZNF880,1.317394892,0.188685389,0.401699714
C4orf48,1.643404186,0.188787283,0.401867816
LY6E,-1.010639627,0.188810636,0.401867816
LY6E,-1.010639627,0.188810636,0.401867816
GRB14,1.952500286,0.188829718,0.401867816
MYB,2.261907741,0.189122246,0.402443936
HRH1,-1.379956706,0.189175909,0.402511685
ALDH3B1,1.813442926,0.189238982,0.402599441
SHARPIN,-1.049137002,0.189275717,0.402631147
SMARCA5,-1.207206219,0.189351384,0.402745655
SLC17A4,2.940773095,0.189477301,0.40295014
COL4A3,1.60715593,0.18949122,0.40295014
ERICH3,2.147597672,0.189543769,0.402998892
LIF,-2.136724765,0.189621954,0.402998892
MTRF1L,1.089388839,0.189857161,0.402998892
ABCD1,0.768821538,0.189912485,0.402998892
AOX1,2.18505331,0.189958119,0.402998892
LMCD1-AS1,2.531445867,0.190032331,0.402998892
PPP2R5C,-0.699648983,0.190088039,0.402998892
MLKL,1.599360424,0.190096636,0.402998892
ZFHX4-AS1,2.948768074,0.190241684,0.402998892
LOC728392,1.366784478,0.190245342,0.402998892
CCNJL,1.983212953,0.190318861,0.402998892
DHX35,1.05138707,0.190334731,0.402998892
C1orf116,2.143150566,0.190335311,0.402998892
C17orf58,1.477320271,0.19033838,0.402998892
DDX54,0.700347524,0.190377783,0.402998892
MPV17L,-2.417112904,0.190471723,0.402998892
MPV17L,-2.417112904,0.190471723,0.402998892
MPV17L,-2.417112904,0.190471723,0.402998892
MPV17L,-2.417112904,0.190471723,0.402998892
FKBP14,-1.937076648,0.190522486,0.402998892
CARD11,-1.594038176,0.190717229,0.402998892
FLT3LG,-2.018506787,0.190799881,0.402998892
CWF19L2,-1.184644305,0.190889344,0.402998892
NOS3,1.326293052,0.190898213,0.402998892
ATP5PB,-1.1517914,0.190935798,0.402998892
PRKAA2,-2.000847921,0.19096682,0.402998892
TRIM66,1.240536214,0.190978863,0.402998892
C12orf71,4.582170312,0.191058442,0.402998892
CNTROB,1.104101857,0.191104464,0.402998892
NEU3,1.129623339,0.191269853,0.402998892
TENT2,-1.15590056,0.191296163,0.402998892
N4BP2L1,-0.694933818,0.191446299,0.402998892
TLK1,0.623252462,0.191479128,0.402998892
CDKAL1,-1.056124488,0.191483408,0.402998892
SVEP1,1.622442777,0.191504545,0.402998892
CHRDL1,1.907023581,0.191582652,0.402998892
TRAPPC2L,-1.764870683,0.191590148,0.402998892
HMGN5,1.337781491,0.191608357,0.402998892
USP6,1.601570181,0.191770191,0.402998892
SNRPA1,1.459313687,0.191917937,0.402998892
NA,1.553818401,0.191939469,0.402998892
COL17A1,2.017833501,0.1919661,0.402998892
SP4,-1.514733777,0.191976193,0.402998892
POTEF,-2.08666667,0.191995173,0.402998892
NR2F6,1.246428017,0.192051566,0.402998892
LRRN2,-1.387502665,0.192173177,0.402998892
NDUFA10,0.722258984,0.192210649,0.402998892
PRX,-1.297991692,0.192277291,0.402998892
SAT1,1.077843509,0.192418357,0.402998892
SLC26A4-AS1,3.333115307,0.192460916,0.402998892
RPS28,-3.078815663,0.192495642,0.402998892
TMEM220,-1.026027469,0.192590454,0.402998892
SNORA11C,5.230714575,0.192653206,0.402998892
SLC39A12-AS1,5.230714575,0.192653206,0.402998892
FAM99B,5.230714575,0.192653206,0.402998892
FAM99B,5.230714575,0.192653206,0.402998892
FAM99B,5.230714575,0.192653206,0.402998892
MIR1289-2,5.230714575,0.192653206,0.402998892
MIR1203,5.230714575,0.192653206,0.402998892
MIR1193,5.230714575,0.192653206,0.402998892
MIR3194,5.230714575,0.192653206,0.402998892
MIR4272,5.230714575,0.192653206,0.402998892
MIR3196,5.230714575,0.192653206,0.402998892
KLRF2,5.230714575,0.192653206,0.402998892
CST8,5.230714575,0.192653206,0.402998892
MIR4443,5.230714575,0.192653206,0.402998892
MIR5191,5.230714575,0.192653206,0.402998892
LRRC3-DT,5.230714575,0.192653206,0.402998892
KCNQ5-AS1,5.230714575,0.192653206,0.402998892
JRKL-AS1,5.230714575,0.192653206,0.402998892
LINC00297,5.230714575,0.192653206,0.402998892
LOC101448202,5.230714575,0.192653206,0.402998892
OR51S1,5.230714575,0.192653206,0.402998892
C16orf78,5.230714575,0.192653206,0.402998892
CCDC105,5.230714575,0.192653206,0.402998892
OR14C36,5.230714575,0.192653206,0.402998892
C20orf85,5.230714575,0.192653206,0.402998892
CSTL1,5.230714575,0.192653206,0.402998892
SPATA3,5.230714575,0.192653206,0.402998892
PDCL2,5.230714575,0.192653206,0.402998892
SPANXN3,5.230714575,0.192653206,0.402998892
ACTRT2,5.230714575,0.192653206,0.402998892
CST11,5.230714575,0.192653206,0.402998892
C15orf32,5.230714575,0.192653206,0.402998892
TCF23,5.230714575,0.192653206,0.402998892
FAM47B,5.230714575,0.192653206,0.402998892
DHRS7C,5.230714575,0.192653206,0.402998892
OR5A2,5.230714575,0.192653206,0.402998892
CES5A,5.230714575,0.192653206,0.402998892
CES5A,5.230714575,0.192653206,0.402998892
FAM217A,5.230714575,0.192653206,0.402998892
ALPP,5.230714575,0.192653206,0.402998892
OR6C74,5.230714575,0.192653206,0.402998892
DSCR10,5.230714575,0.192653206,0.402998892
GC,5.230714575,0.192653206,0.402998892
FOXD3,5.230714575,0.192653206,0.402998892
AMY1A,5.230714575,0.192653206,0.402998892
LINC02874,5.230714575,0.192653206,0.402998892
ERAS,5.230714575,0.192653206,0.402998892
LINC01343,5.230714575,0.192653206,0.402998892
LINC01115,5.230714575,0.192653206,0.402998892
LINC01115,5.230714575,0.192653206,0.402998892
LINC01115,5.230714575,0.192653206,0.402998892
AKR1C8P,5.230714575,0.192653206,0.402998892
KRT27,5.230714575,0.192653206,0.402998892
PRAMEF10,5.230714575,0.192653206,0.402998892
PRAMEF10,5.230714575,0.192653206,0.402998892
IFNA13,5.230714575,0.192653206,0.402998892
BPIFB3,5.230714575,0.192653206,0.402998892
H1-9P,5.230714575,0.192653206,0.402998892
KRT6B,5.230714575,0.192653206,0.402998892
LINC02911,5.230714575,0.192653206,0.402998892
SPATA31D1,5.230714575,0.192653206,0.402998892
PAGE2B,5.230714575,0.192653206,0.402998892
OR52E4,5.230714575,0.192653206,0.402998892
BSX,5.230714575,0.192653206,0.402998892
GOLGA8EP,5.230714575,0.192653206,0.402998892
GOLGA8EP,5.230714575,0.192653206,0.402998892
PRAMEF4,5.230714575,0.192653206,0.402998892
PRAMEF4,5.230714575,0.192653206,0.402998892
TCP10L2,5.230714575,0.192653206,0.402998892
OR14I1,5.230714575,0.192653206,0.402998892
MIR140,5.230714575,0.192653206,0.402998892
MIR34B,5.230714575,0.192653206,0.402998892
MAGEA3,5.230714575,0.192653206,0.402998892
DNAJB3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2J3,5.230714575,0.192653206,0.402998892
OR2A2,5.230714575,0.192653206,0.402998892
OR2A2,5.230714575,0.192653206,0.402998892
FAM47C,5.230714575,0.192653206,0.402998892
DPRX,5.230714575,0.192653206,0.402998892
LINC00113,5.230714575,0.192653206,0.402998892
SLURP1,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
LY6G6D,5.230714575,0.192653206,0.402998892
TTTY2,5.230714575,0.192653206,0.402998892
RPL3L,5.230714575,0.192653206,0.402998892
DEFB136,5.230714575,0.192653206,0.402998892
DEFB136,5.230714575,0.192653206,0.402998892
CCL25,5.230714575,0.192653206,0.402998892
KRT16P3,5.230714575,0.192653206,0.402998892
LINC01822,5.230714575,0.192653206,0.402998892
HS3ST6,5.230714575,0.192653206,0.402998892
HS3ST6,5.230714575,0.192653206,0.402998892
SLC7A4,5.230714575,0.192653206,0.402998892
SPRR2F,5.230714575,0.192653206,0.402998892
MIR613,5.230714575,0.192653206,0.402998892
MIR632,5.230714575,0.192653206,0.402998892
TRHR,5.230714575,0.192653206,0.402998892
C8G,5.230714575,0.192653206,0.402998892
WNT8A,5.230714575,0.192653206,0.402998892
RHPN1-AS1,5.230714575,0.192653206,0.402998892
H2AB3,5.230714575,0.192653206,0.402998892
TTTY5,5.230714575,0.192653206,0.402998892
SPZ1,5.230714575,0.192653206,0.402998892
MMP23B,5.230714575,0.192653206,0.402998892
TAAR3P,5.230714575,0.192653206,0.402998892
AADAT,2.698267518,0.192671912,0.402998892
JPT1,-1.430327127,0.192677721,0.402998892
ST6GALNAC3,-1.238010129,0.192682548,0.402998892
C10orf88,1.325785084,0.192763331,0.403122135
FRA10AC1,0.866830104,0.192832003,0.403220026
RSPH4A,2.64688062,0.192943399,0.403371368
ST6GALNAC6,-0.99392644,0.192962444,0.403371368
ST6GALNAC6,-0.99392644,0.192962444,0.403371368
PVT1,2.193622031,0.192981168,0.403371368
KIF11,1.163911609,0.193011734,0.403371368
RSPO2,2.386843414,0.193013735,0.403371368
ENOSF1,0.908480871,0.19304961,0.40340063
SMIM1,-3.149037016,0.19309036,0.403440071
UICLM,3.689797496,0.193152357,0.403501719
LLGL2,1.019124618,0.193163622,0.403501719
DNAAF10,-1.317539567,0.193294284,0.403728932
ZRSR2,1.045378393,0.193326297,0.403750073
LOC100499489,-2.093950602,0.193355698,0.403765755
CDH26,1.450962548,0.193398366,0.403802596
SRM,0.845461015,0.19341713,0.403802596
MAFA,2.072459798,0.19354393,0.404021584
RPL13AP6,2.927010769,0.193671914,0.404223843
LRRC8E,3.465907407,0.193684656,0.404223843
TSSK1B,2.096989301,0.193725382,0.404263093
RHOB,-1.016556258,0.193828035,0.404431548
RPL23P8,-1.173314659,0.193871988,0.404433812
CLCN2,1.101638816,0.193872978,0.404433812
ING3,-1.005818008,0.193946204,0.40454081
MAP3K12,1.414097142,0.193987545,0.404548676
CPNE1,0.916840631,0.193993845,0.404548676
DCLK2,0.859383623,0.194051193,0.404622515
TEX35,3.368134326,0.194117028,0.404714035
EIF3K,-0.754364916,0.194201863,0.404845141
EIF3K,-0.754364916,0.194201863,0.404845141
CIB3,4.034807706,0.19426701,0.404887434
ERICH5,4.034807706,0.19426701,0.404887434
RAB37,-2.18831108,0.194288011,0.404887434
FAM124B,-1.312090316,0.194333154,0.404935755
AAMDC,-1.942137212,0.194419907,0.405043106
DNAJA2,-0.7645986,0.194428597,0.405043106
LOC653653,-1.286900253,0.194553042,0.405256579
MYO1D,1.338489987,0.19458617,0.405267324
JAKMIP1-DT,2.654719712,0.194602148,0.405267324
ZNF300,1.086846064,0.194631258,0.405282182
FBLL1,2.873562406,0.194832097,0.405652309
NHSL1,0.692565484,0.194852996,0.405652309
CYP26A1,2.489272558,0.194949243,0.405781875
SNORD105B,-1.820922667,0.194959236,0.405781875
MTHFD2L,1.172062809,0.195037372,0.405881148
ARR3,1.880389932,0.195050947,0.405881148
FAT1,1.237117061,0.195164261,0.406034957
USP12,-1.142534434,0.195168893,0.406034957
OSBPL5,0.7666482,0.195290067,0.406200016
GATA2,-1.222450791,0.195292281,0.406200016
EPHB6,1.395753392,0.195324488,0.406221193
EPHB6,1.395753392,0.195324488,0.406221193
ASB9,1.544202615,0.195350301,0.406229067
C17orf78,3.406590841,0.195413541,0.406277837
C17orf78,3.406590841,0.195413541,0.406277837
PNPLA2,-0.639573348,0.195432049,0.406277837
GOLT1B,-1.061517161,0.19543984,0.406277837
PER3,-1.359661855,0.1954894,0.406335061
NMB,-2.402246348,0.195587048,0.406492217
ANKRD20A3P,3.370950153,0.195617634,0.406509974
ENDOV,1.200961672,0.195776169,0.406793588
ZADH2,-1.022107443,0.196070982,0.407317241
NUP155,-1.062685194,0.196072356,0.407317241
GNAO1,1.165199014,0.196158303,0.407449892
CAV2,-1.102649215,0.196234619,0.407562508
MRPL9,-0.980374337,0.19635862,0.407766422
GHITM,-0.688373862,0.196380222,0.407766422
EPHB3,-1.112843154,0.196399128,0.407766422
ECHS1,-0.995918745,0.196567737,0.408070551
LZTS3,1.7208105,0.196605466,0.408102938
ORC6,1.826349973,0.196660718,0.408171689
FSTL4,2.668076071,0.196692076,0.408190835
ATP10D,-0.659411409,0.196814617,0.408399188
EAF2,1.246259764,0.196850094,0.408417035
SEC24D,0.773341618,0.196867507,0.408417035
MIEN1,-1.254880664,0.196921707,0.408483527
FHL2,1.883649092,0.197047206,0.408697888
LOC643406,3.486807447,0.197083748,0.408727714
KBTBD11,1.254758918,0.197121004,0.408759015
KBTBD11,1.254758918,0.197121004,0.408759015
TBC1D8B,-1.906389434,0.197147787,0.408768592
AMZ2,-1.044254083,0.197194737,0.408819979
LRRFIP1,0.778742468,0.197221226,0.40882894
TTYH3,0.786125497,0.197376611,0.409105062
LPCAT3,-1.188015341,0.197404044,0.409115944
PTCHD3P1,0.955866373,0.197429389,0.409122496
TSPAN18,1.229053495,0.197478988,0.409143178
UST,1.04322734,0.197483738,0.409143178
GOPC,-0.844290024,0.197537762,0.409209136
CCDC6,0.734640178,0.197692084,0.409482828
MYL12B,-1.141580236,0.197767128,0.409567503
FAM214A,1.006554708,0.197791139,0.409567503
UXT,-1.447007119,0.197799585,0.409567503
NRG4,2.636480771,0.197863573,0.409643819
PHLPP1,0.729503075,0.197912125,0.409643819
LINC01587,3.423086979,0.19791866,0.409643819
ZNF333,0.722994772,0.197925287,0.409643819
CFTR,2.481078441,0.198103174,0.409938005
GPC4,-1.709329934,0.198111882,0.409938005
RP9P,1.226734171,0.198182666,0.410018849
SLC27A1,-0.844132359,0.198195415,0.410018849
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
TNF,-1.852234167,0.198264182,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
GPSM3,-1.112908386,0.198279354,0.410087161
SNX29P1,2.268900175,0.198295142,0.410087161
RHBDL2,1.928001463,0.198370749,0.4101789
ZNF250,-1.300785567,0.198383982,0.4101789
PAN3,-1.080750392,0.198517811,0.410401805
NALF1,1.238374244,0.198536296,0.410401805
HENMT1,-1.615172761,0.198559038,0.410402816
FKBP1A,0.729081693,0.198601645,0.410444883
GPAT3,-1.550396937,0.198724993,0.410653786
E2F4,0.912345139,0.198798302,0.410759252
TTC1,-1.176741567,0.198822724,0.410763694
STXBP4,1.136165178,0.198936503,0.410952724
MPP2,-1.998160723,0.198986529,0.410994145
OBI1,-1.082050897,0.199001123,0.410994145
MTMR9,-0.855189539,0.199058764,0.411067158
MTMR9,-0.855189539,0.199058764,0.411067158
THAP3,-1.565263911,0.199120586,0.411148786
NPEPPSP1,1.922242822,0.199162884,0.411190089
SAMD5,-1.173892059,0.199227845,0.411278167
RING1,0.911293299,0.199277522,0.411334677
RING1,0.911293299,0.199277522,0.411334677
RING1,0.911293299,0.199277522,0.411334677
RING1,0.911293299,0.199277522,0.411334677
RING1,0.911293299,0.199277522,0.411334677
RING1,0.911293299,0.199277522,0.411334677
TMOD1,2.182967284,0.19934038,0.411417096
KIAA0825,0.95387363,0.199362066,0.411417096
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
HCG9,2.772252096,0.199424878,0.411500674
FAM222A,1.839413031,0.199468499,0.411544639
ZCWPW1,1.595551995,0.199540538,0.411647219
ECRG4,-3.737537421,0.199606204,0.411736632
TRAF3IP2-AS1,-1.825382296,0.199631958,0.411743705
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
ABHD16A,-1.063905344,0.199656121,0.411747494
GAS5,1.132315916,0.199728288,0.41185027
UTP15,-1.577989695,0.199863316,0.412082632
TSEN15,-1.606223272,0.199982942,0.41226769
SNORA52,1.842719552,0.199997778,0.41226769
YWHAZ,-0.700991569,0.200192375,0.412622705
PPP1R3D,-0.991246399,0.200268024,0.41269419
C3orf84,4.191021984,0.200271811,0.41269419
KCNJ11,2.784559509,0.200386748,0.412884906
PAX6,1.147740424,0.200424931,0.412917449
ZNF619,-1.132165512,0.200493855,0.41301331
FHL5,-2.045219381,0.200599701,0.4131852
POLG2,1.410954492,0.200644801,0.413231945
ODR4,-0.930603798,0.200795518,0.413455616
EGLN3,1.998783414,0.20085039,0.413455616
TYW5,1.14267682,0.200910533,0.413455616
GNG11,-0.774889467,0.200910609,0.413455616
STAG3L1,2.907477902,0.200911536,0.413455616
CWF19L1,1.102314373,0.200919815,0.413455616
RNASE2CP,-3.08923588,0.200945955,0.413455616
ABCC13,2.183788304,0.200949861,0.413455616
MFAP1,-1.131718203,0.200955167,0.413455616
KIAA1671-AS1,2.234574952,0.200992439,0.413472359
CTSF,-1.325008318,0.201008142,0.413472359
KDM1A,-1.006698452,0.201058495,0.413529812
TCP1,-0.873289505,0.201266002,0.413832448
ZNF268,-0.670019703,0.201267988,0.413832448
ZNF146,-0.953571761,0.201272952,0.413832448
KCNJ6,1.718004592,0.201320205,0.413883462
APOL4,0.990608501,0.201380673,0.41396163
EIF2S2,0.752335455,0.201571153,0.414307008
ATP5MK,1.296935365,0.20165584,0.414393934
BCO1,2.639414785,0.201658383,0.414393934
BATF,1.554075303,0.201686298,0.414405124
EXOSC2,-1.16491515,0.201736344,0.414433482
WNT10B,2.624110227,0.201773454,0.414433482
STN1,-1.029609405,0.201781322,0.414433482
FBLN1,1.878880388,0.201802692,0.414433482
GIPC3,0.76047114,0.201812454,0.414433482
CWC15,-1.223088714,0.201848821,0.414462014
SNORA40,-1.665298883,0.201895248,0.414511193
SLC35C1,1.251283873,0.202026431,0.414734358
SLF1,1.275548234,0.202096953,0.414832956
IMP4,-1.439078453,0.202221609,0.415042637
DRAM2,-1.255421253,0.202248315,0.415051259
ZNF273,1.200406696,0.202325015,0.415072471
POLR3F,-1.015667933,0.202338538,0.415072471
CCDC171,0.842347921,0.202340173,0.415072471
BPHL,2.169311525,0.202388237,0.415072471
SPDYA,2.554380936,0.202396429,0.415072471
